pose_id,x_nose,y_nose,z_nose,x_left_eye_inner,y_left_eye_inner,z_left_eye_inner,x_left_eye,y_left_eye,z_left_eye,x_left_eye_outer,y_left_eye_outer,z_left_eye_outer,x_right_eye_inner,y_right_eye_inner,z_right_eye_inner,x_right_eye,y_right_eye,z_right_eye,x_right_eye_outer,y_right_eye_outer,z_right_eye_outer,x_left_ear,y_left_ear,z_left_ear,x_right_ear,y_right_ear,z_right_ear,x_mouth_left,y_mouth_left,z_mouth_left,x_mouth_right,y_mouth_right,z_mouth_right,x_left_shoulder,y_left_shoulder,z_left_shoulder,x_right_shoulder,y_right_shoulder,z_right_shoulder,x_left_elbow,y_left_elbow,z_left_elbow,x_right_elbow,y_right_elbow,z_right_elbow,x_left_wrist,y_left_wrist,z_left_wrist,x_right_wrist,y_right_wrist,z_right_wrist,x_left_pinky_1,y_left_pinky_1,z_left_pinky_1,x_right_pinky_1,y_right_pinky_1,z_right_pinky_1,x_left_index_1,y_left_index_1,z_left_index_1,x_right_index_1,y_right_index_1,z_right_index_1,x_left_thumb_2,y_left_thumb_2,z_left_thumb_2,x_right_thumb_2,y_right_thumb_2,z_right_thumb_2,x_left_hip,y_left_hip,z_left_hip,x_right_hip,y_right_hip,z_right_hip,x_left_knee,y_left_knee,z_left_knee,x_right_knee,y_right_knee,z_right_knee,x_left_ankle,y_left_ankle,z_left_ankle,x_right_ankle,y_right_ankle,z_right_ankle,x_left_heel,y_left_heel,z_left_heel,x_right_heel,y_right_heel,z_right_heel,x_left_foot_index,y_left_foot_index,z_left_foot_index,x_right_foot_index,y_right_foot_index,z_right_foot_index
781,0.23405294,-59.02347,-44.436623,-3.898891,-63.416183,-43.715168,-2.9913893,-64.00963,-43.044086,-2.1635942,-63.45208,-44.979,-7.237488,-60.717743,-44.53453,-9.409153,-62.12609,-42.472725,-8.457974,-61.908825,-42.097115,-0.5118049,-63.722034,-35.558773,-8.667167,-59.22273,-30.25948,-4.417328,-54.057808,-41.13589,-7.2970834,-52.106808,-40.289825,7.4055467,-40.98617,-25.01828,-8.849386,-39.02305,-23.850649,10.128796,-37.06924,-11.606604,-12.922504,-33.75141,-15.494052,11.723275,-40.59278,-12.6416855,-12.6274805,-33.347435,-20.1118,11.052462,2.6052296,-14.837463,-12.76265,5.647807,-22.783865,9.150937,2.088608,-13.324648,-10.664631,5.173826,-21.580177,10.71687,5.737454,-25.680841,-10.422505,5.224403,-26.029345,4.508579,-1.6846752,-4.1988826,-5.97636,-1.5464176,4.1359057,3.9505024,34.52942,51.935707,-1.377032,33.079876,46.193935,3.8352811,28.187256,58.184734,-0.56107396,35.45785,49.98881,6.181009,45.08417,51.376183,0.07989805,46.170807,41.491203,5.550749,46.140644,49.97412,-1.4839348,47.131313,41.239597
782,-1.127875,-57.104034,-45.156605,-4.090038,-62.354336,-42.38811,-2.7924528,-63.04461,-45.80299,-1.8689991,-65.283,-44.614754,-6.723372,-60.9543,-41.980915,-7.9325686,-60.681885,-41.95825,-9.340744,-60.527195,-42.718807,0.14561358,-63.91596,-35.536915,-8.838387,-58.780884,-29.367271,-2.8990948,-55.266514,-39.80427,-9.192451,-52.388546,-40.372936,7.585631,-41.69606,-24.526596,-8.805065,-39.478596,-22.990866,11.436553,-38.96765,-10.519246,-12.104023,-36.200294,-13.082175,9.470324,-44.296356,-12.981676,-10.33272,-40.160168,-19.776684,10.350802,2.4725142,-14.168204,-12.969549,8.762666,-22.970888,9.736187,1.6843337,-13.139967,-9.690507,7.7246423,-22.0313,10.014725,5.8877425,-24.414574,-9.241542,4.196707,-26.8614,4.412164,2.4721482,-3.0913153,-6.012365,0.232432,4.039537,4.688457,33.49373,50.953625,-1.4435375,35.218426,47.442814,3.8580995,26.984295,58.137688,-2.1579933,35.165405,51.084824,6.8514156,47.77211,50.46511,0.20173322,46.277912,40.73134,6.1704392,46.062862,49.420444,-0.90332234,45.94507,42.368664
783,-0.27248746,-56.4844,-45.879982,-3.6044712,-61.957417,-43.396496,-2.7608278,-64.02364,-44.79182,-2.5605688,-64.23284,-42.665184,-8.603428,-61.31581,-42.111214,-9.104929,-61.41914,-42.068184,-8.454557,-61.212124,-42.764267,1.3261045,-63.011227,-34.998928,-9.376763,-59.25599,-27.361479,-2.7906713,-54.5116,-41.348606,-6.89448,-52.981274,-39.741116,8.371824,-41.096016,-23.032188,-8.068487,-38.15849,-22.805573,10.376643,-37.04059,-10.222563,-12.222376,-36.36316,-14.536922,9.339377,-41.50822,-12.687342,-10.772085,-37.662422,-21.078976,10.752349,4.289805,-14.272413,-11.746642,7.2619715,-23.187727,8.382762,2.2801688,-14.94185,-10.647429,7.2194877,-22.696754,9.737521,6.3378725,-24.797663,-9.64561,5.8609076,-25.932081,4.6627264,0.61991954,-4.4600477,-7.3112574,1.1998143,6.3310766,5.1902566,33.788258,51.96445,0.91486895,33.86715,48.340374,4.992611,28.935266,56.250134,-0.920626,35.410137,51.105507,6.5504246,46.53752,50.005196,-0.48120543,46.509686,40.48166,4.7105093,47.23771,50.072514,-0.9528042,46.768543,40.667625
784,0.05048275,-57.461517,-45.21123,-4.507954,-62.556664,-45.705677,-3.4735603,-62.238182,-43.227642,-0.42216694,-64.54907,-42.63835,-7.927042,-61.138844,-43.35218,-8.504996,-61.31646,-42.045227,-8.494186,-60.458263,-42.782593,0.09609294,-62.445293,-36.162323,-8.333259,-59.764866,-28.989573,-3.9169116,-53.85284,-39.490654,-5.280416,-52.791492,-40.03664,8.501895,-41.194935,-23.682163,-8.799627,-38.81506,-22.719172,9.363119,-38.26717,-11.7703705,-10.202359,-35.870285,-13.011417,9.677136,-45.013035,-13.6122265,-9.908939,-39.77186,-21.107185,10.689853,4.0618024,-15.240895,-13.102125,6.8826847,-22.178007,10.806109,1.2470512,-13.077371,-10.909927,7.035776,-21.401243,7.396282,5.44925,-23.63192,-9.671199,5.866663,-24.506567,5.6386385,-0.6598459,-5.2676077,-5.8255215,-1.2121395,3.7981975,5.0681353,34.029842,51.89402,-1.0269415,34.33606,47.603462,3.9348044,27.000216,56.655727,-2.0013556,35.205723,51.634457,5.778103,45.456154,50.52265,1.2302524,45.47951,42.099213,4.732974,43.740257,49.561924,-0.27414355,45.460842,41.744614
785,-1.1347013,-57.10405,-44.542957,-3.9781032,-62.898544,-44.133045,-3.3088257,-63.318428,-44.13159,-1.9381473,-64.2123,-43.827103,-6.694295,-61.375305,-42.94261,-7.2804294,-62.028145,-43.44741,-9.693966,-61.1769,-43.04728,0.6639432,-63.41817,-35.56169,-8.262398,-59.575794,-29.590666,-2.7824607,-53.63211,-39.875946,-7.5016866,-54.608128,-38.94844,7.385337,-41.697685,-24.184841,-10.195404,-38.853004,-23.247864,10.674256,-36.16389,-11.260103,-11.884056,-32.630756,-13.4988575,11.101454,-38.09647,-13.639098,-11.479721,-33.46586,-19.477089,10.457181,3.341395,-14.808129,-13.084095,5.9359074,-22.137135,10.363444,1.9389638,-13.713569,-12.19694,7.2941995,-22.4014,9.188379,5.382759,-24.603086,-10.3758335,5.470238,-26.574362,6.1966085,1.1574141,-3.8966208,-7.201145,-0.9160808,4.9673767,6.28128,35.490997,50.87052,0.24691284,33.874714,46.007793,3.6085658,27.241352,57.956863,-1.3593796,34.21359,51.301514,4.6413097,45.799244,50.210884,0.26110873,45.188114,41.699596,5.38631,46.562267,49.329487,-1.276952,46.18012,41.981396
786,0.18205504,-58.01026,-46.024788,-3.6165974,-63.547146,-44.30622,-3.6956007,-63.240513,-43.141777,-1.0313814,-63.975456,-43.711765,-5.973748,-62.03081,-42.540966,-7.2393875,-59.705677,-40.866203,-9.096537,-60.941463,-42.45295,-1.7339039,-62.70687,-34.417747,-10.062489,-59.486706,-29.82783,-3.0619156,-53.65266,-38.84338,-7.9788127,-53.498768,-39.223354,7.7888074,-42.427166,-25.384127,-10.306728,-38.371456,-23.211227,8.457646,-39.02687,-11.746519,-11.866401,-34.977627,-14.080407,8.890402,-44.9317,-13.818748,-10.275729,-38.478577,-18.713388,10.232133,2.464459,-14.328504,-13.329032,8.031419,-21.119287,11.416406,2.8848073,-13.080489,-12.174445,7.974398,-23.634687,8.212341,5.104549,-23.989416,-10.7020445,5.2685447,-26.966043,5.186317,0.44551864,-4.6837206,-4.560289,-0.40364242,4.3773394,6.023199,33.768887,53.41061,-1.1652328,33.54099,46.217796,4.672052,27.29758,56.645008,-0.42279494,34.85322,50.43846,6.128371,46.880882,49.078743,-0.31132063,45.13088,39.775597,7.133521,45.307865,49.74027,-0.9668978,45.333126,42.52767
787,-0.96939117,-57.253426,-46.952026,-4.6628594,-62.92357,-42.896816,-3.978468,-61.822556,-44.89764,-2.4408493,-61.68566,-43.708256,-7.4353213,-61.29459,-41.490406,-8.35506,-61.482853,-44.09304,-8.991453,-60.263435,-41.197807,-0.2480837,-62.26223,-35.85626,-8.530881,-57.644333,-28.555775,-2.6484728,-54.22808,-40.55219,-7.606139,-53.612312,-38.226784,6.3767676,-41.41875,-23.098173,-9.955496,-38.276245,-23.017832,10.006486,-39.346386,-10.411131,-11.861914,-35.39436,-13.587923,10.597048,-42.670845,-12.678848,-10.813187,-39.353607,-19.767574,9.553345,3.386233,-15.904591,-11.6419935,6.708083,-24.040705,10.744573,1.7048216,-13.313725,-11.43534,7.2885084,-19.981434,7.7827587,6.979703,-23.873512,-10.297134,7.9121113,-25.378614,5.157136,-0.19604346,-3.8387885,-3.591265,-0.9091324,4.932485,5.3038154,35.769867,51.60306,-0.9051927,33.463688,46.16118,5.1026025,28.250135,56.95084,-1.8710713,35.545994,49.56029,5.0442047,46.400124,49.028336,-1.1912456,45.81842,41.060516,5.919429,45.48919,49.93352,-0.63030374,44.562263,42.424416
788,0.79217476,-55.778687,-45.213783,-3.6301043,-61.968967,-43.50883,-2.8526804,-63.692272,-44.203003,-1.3236601,-63.636105,-44.476154,-7.153603,-60.252434,-41.390118,-7.8627377,-61.671597,-43.663902,-9.914621,-61.129704,-42.697853,-0.49289402,-62.696117,-35.33531,-11.251444,-58.373863,-29.67576,-2.0410829,-54.356205,-41.282635,-6.406449,-53.988583,-39.748543,8.522797,-41.351894,-24.440683,-8.139629,-38.922768,-23.009472,9.997389,-38.830357,-10.635979,-11.863613,-35.43038,-14.269441,10.589768,-46.173412,-13.546622,-12.4843235,-38.17262,-18.819044,10.002454,2.928566,-14.294324,-12.661012,7.0519032,-21.651627,9.859519,3.1938581,-12.030099,-10.967375,6.094358,-21.666151,9.455119,7.001807,-23.813652,-10.7217865,6.5754733,-26.16865,4.529889,0.35989317,-4.687014,-6.451856,0.25485957,5.7002563,5.7526784,34.192146,51.577602,-0.41824538,33.554188,47.099976,3.4701848,28.45955,58.141785,-2.1386735,35.200974,51.509296,5.6868324,46.20378,51.473152,0.37956697,44.952286,41.34589,6.293187,45.263584,51.32932,0.56621706,46.144188,41.63544
789,-0.93463963,-59.382977,-44.222687,-2.1794338,-63.59434,-43.91714,-3.6160784,-62.308445,-44.766994,-2.2506025,-62.95087,-44.111275,-6.7611313,-61.371964,-43.16839,-8.44929,-60.115574,-41.614296,-9.169307,-60.53575,-42.123386,0.9391039,-61.442055,-35.5935,-7.974783,-58.435184,-28.482994,-3.1626275,-53.064934,-42.810963,-6.5029535,-53.36931,-38.147045,6.0306187,-39.47802,-24.01275,-8.643528,-38.421688,-22.69412,8.07988,-40.28433,-10.210129,-10.711628,-37.025593,-14.600967,11.107288,-44.37773,-12.93759,-11.979803,-38.921124,-19.676388,8.6717005,2.1066813,-13.889808,-12.686006,6.0782385,-21.394367,10.980861,1.7378262,-13.95447,-10.988814,6.5322347,-21.794086,9.566742,6.9526434,-25.052246,-8.321908,6.398997,-26.690825,5.589084,-1.4144877,-3.7442684,-5.6743326,0.24775653,5.0636806,4.6753354,34.46875,51.7126,0.79622614,33.03016,46.309982,2.9849958,27.6324,57.124134,-1.467099,33.803673,50.067387,5.1451435,47.367653,51.092865,-0.22760895,46.473484,41.826153,6.903048,45.28849,50.002327,-0.31644472,45.396687,42.23854
790,-1.3360784,-58.012745,-45.667355,-4.3371477,-60.882526,-44.424725,-3.1360846,-62.587917,-44.228374,-2.3559365,-64.12734,-43.667816,-7.5566635,-60.835564,-41.94761,-7.5705466,-60.042755,-42.93046,-8.874833,-59.677933,-42.362747,1.1789254,-62.01829,-35.192238,-8.776929,-59.816967,-28.626282,-3.635464,-53.880825,-41.43701,-6.356198,-52.56234,-38.805584,8.979719,-40.67607,-24.877266,-8.731571,-39.59829,-22.988516,10.097023,-38.23659,-11.711145,-11.937661,-34.131298,-14.833735,10.462204,-39.79085,-12.914657,-11.507004,-34.10947,-20.485107,10.457016,3.5153883,-15.72735,-12.8305645,6.840584,-22.828049,10.104423,0.25596213,-13.680597,-11.00194,8.4248705,-21.476065,7.706956,6.2624106,-24.396343,-9.200672,5.955988,-27.474224,5.812296,0.5925099,-3.5592692,-5.4117074,0.6468936,4.5619617,4.7383223,33.02673,51.948555,-2.3226743,33.515007,47.75949,3.7006862,27.825462,57.832943,0.5364498,36.1771,50.155586,6.773333,45.0611,48.653595,-0.10098608,45.75228,39.925037,6.3732486,45.70658,50.8741,0.108639434,46.36548,41.13219
791,0.7265886,-57.467365,-45.931396,-4.0504003,-63.749195,-43.71039,-3.525973,-62.771965,-43.60065,-1.1143217,-66.33164,-44.397552,-7.6808286,-60.59476,-42.31008,-7.851002,-62.68575,-43.550636,-8.0898075,-61.874424,-42.490135,0.050778914,-62.802917,-36.585114,-9.645081,-59.317295,-28.414452,-1.9508557,-54.287453,-42.116787,-7.007385,-53.36244,-38.310867,8.3132925,-40.763985,-24.988264,-9.882669,-39.271935,-23.215902,10.456428,-37.592583,-10.1564,-13.011497,-36.233776,-13.915797,9.302455,-44.791737,-12.777101,-11.555613,-39.90908,-20.748066,10.062599,4.17453,-14.727197,-11.049822,7.725153,-21.18296,8.790857,1.6208073,-13.921428,-10.3080015,7.3280296,-20.618622,8.928459,7.238843,-25.791368,-9.684959,5.4750495,-26.021164,4.8814125,-0.850594,-3.5388231,-5.8465047,-0.115588106,5.4652205,5.7770934,34.90078,52.00052,-1.1930134,34.67825,48.123756,3.4584954,27.41968,55.95075,-0.7833171,36.05097,51.682766,3.8340952,45.610806,49.680157,1.3601441,46.79551,40.862217,6.216686,45.14866,48.840324,-1.6674675,46.559483,42.53519
792,0.17736913,-57.726513,-44.676987,-5.526766,-64.255585,-44.726395,-2.7204072,-63.598305,-43.895958,-3.2714787,-63.553852,-43.92646,-8.266173,-59.763638,-43.275196,-8.72212,-59.406815,-43.657166,-8.918485,-61.156948,-43.31185,-0.5470481,-63.884254,-36.482296,-9.862295,-59.15411,-28.068045,-3.1104844,-53.22927,-40.98937,-7.235998,-52.38885,-38.360256,7.1741796,-40.78259,-23.834715,-8.815045,-38.723778,-23.658676,8.32954,-36.493587,-11.26,-12.765778,-33.131382,-13.410435,10.143873,-40.045853,-12.705261,-10.787261,-31.728481,-21.038261,11.120376,2.5649467,-15.747532,-13.093825,6.9900913,-21.332409,9.008039,2.6314602,-15.159489,-11.023511,8.060589,-22.065905,8.510201,5.8205934,-25.694462,-10.512823,4.3535767,-25.455877,4.522968,0.8041113,-3.7369905,-5.5670047,0.80773115,4.888139,3.9550147,34.37281,53.0726,-1.1154628,34.80778,47.648037,4.1759763,27.681221,55.942863,0.010688186,35.61444,50.010048,5.801468,46.780388,49.14078,-1.3424565,45.077114,42.42909,5.561022,46.84976,50.506073,-0.80327415,45.85484,41.38939
793,0.80375284,-58.70352,-44.876854,-4.3107977,-63.763344,-44.527813,-1.234305,-61.49619,-44.349915,-1.7381785,-64.57126,-43.97232,-6.5801263,-61.99037,-42.391068,-6.9137826,-61.162327,-43.50464,-8.057222,-61.149223,-42.92744,0.66247565,-63.96706,-35.705746,-10.680415,-59.54501,-29.61051,-2.4908776,-54.221355,-41.832973,-9.041837,-52.512352,-39.53843,6.6586647,-39.682907,-24.523476,-9.100472,-39.229755,-22.428385,9.053288,-38.444656,-10.4309025,-12.102182,-33.047268,-14.897481,10.106089,-41.62615,-13.465152,-10.258569,-35.55992,-20.305916,10.773379,2.3982017,-15.553051,-11.634189,6.254473,-21.767889,11.371103,1.1156776,-13.399884,-11.9171715,7.586377,-22.620512,9.626599,6.3721614,-25.452196,-9.686923,6.4423428,-25.068298,5.3266335,-0.1208959,-2.4222302,-3.736771,0.5105138,4.946645,5.6812887,33.601456,50.887802,-0.86160517,33.51596,46.764885,3.1575487,27.227188,57.396572,-1.3498181,33.86493,50.802765,5.5980806,45.706577,49.436054,-0.4676549,45.71802,40.717037,6.1876054,46.38946,50.03628,1.5345037,45.71137,41.191208
794,1.0421041,-59.69184,-44.561443,-4.2458267,-63.730335,-44.279003,-4.3429313,-62.726536,-43.30368,-2.6407003,-63.4642,-44.979214,-6.9233665,-62.73398,-43.70862,-8.408754,-59.93289,-41.148907,-9.147869,-60.64663,-43.910954,-1.06859,-62.250443,-36.64701,-10.143296,-57.188923,-28.586035,-2.3490024,-54.248577,-40.13058,-7.0775294,-53.978867,-39.632343,8.741789,-40.04059,-23.986343,-8.675296,-37.48685,-22.015356,7.854437,-36.305798,-11.0717325,-9.729206,-33.675938,-14.219081,9.9561825,-40.837997,-13.429513,-9.608754,-33.799564,-20.755383,10.86848,3.8391855,-15.357167,-11.861391,6.0985885,-21.31044,9.095767,2.3900232,-14.735353,-10.539227,6.304263,-21.471601,8.700053,7.920504,-25.639183,-8.945557,4.3908553,-25.876247,5.49085,0.5206951,-3.7641897,-3.98181,-0.7486622,4.577384,3.4487908,34.109303,52.092964,-1.0938599,34.879494,46.979534,2.60643,27.765715,57.258545,-1.7332845,35.045868,50.217648,6.329089,47.53447,49.33494,-0.9668623,46.96486,39.8602,4.925353,46.695896,49.79434,1.4981405,47.850163,41.01372
795,-0.5844219,-57.481403,-46.12162,-4.18955,-63.279984,-43.43359,-3.8889859,-63.16873,-43.69647,-2.9268441,-65.98742,-43.93908,-6.3962774,-61.011536,-41.431065,-7.1489205,-60.80101,-43.388565,-8.530987,-60.278267,-42.586243,-0.4606696,-62.907055,-36.04475,-8.848581,-58.49513,-29.551561,-2.3211768,-54.69834,-41.764343,-5.964746,-52.37584,-40.201904,8.689366,-40.51262,-23.761236,-9.945309,-38.94836,-23.30933,10.418357,-38.08969,-12.382846,-11.929319,-35.121353,-13.309077,11.42924,-45.6808,-13.546056,-11.441044,-38.636494,-19.86161,9.330945,3.817001,-14.415557,-13.517769,6.837162,-23.226093,9.85386,2.3518674,-13.2848215,-11.046189,6.1074767,-23.920513,8.006011,6.3042965,-26.310764,-10.227369,6.481585,-25.570892,4.526888,0.71708095,-2.780756,-5.4632783,0.74687845,3.678113,5.397853,34.66091,52.292698,-2.6644812,34.243748,47.25336,4.426666,28.971052,55.082558,-1.7193992,35.21388,51.241856,6.172863,46.1606,49.63406,-0.41129777,44.139046,41.21752,6.2408886,46.465057,51.495506,-1.4646633,45.995937,41.342396
796,1.2123724,-58.508297,-45.28499,-3.8421566,-61.676155,-42.608276,-2.7805357,-62.179955,-45.255165,-3.154788,-63.703568,-44.463657,-5.5311184,-61.14055,-41.6777,-6.936429,-59.467804,-42.236454,-9.803334,-61.57379,-41.407604,-1.6643652,-63.164845,-34.747456,-8.5451565,-58.892365,-28.694921,-4.6547537,-54.513447,-40.996,-7.504919,-53.94483,-39.52812,7.9982505,-40.69559,-24.44143,-9.604415,-39.174828,-21.915783,9.504897,-38.288612,-12.435133,-12.279131,-33.462696,-13.666853,10.734723,-41.571556,-12.836967,-10.787015,-34.10679,-20.338282,8.445379,4.9751735,-13.334011,-11.971136,6.1079535,-20.987696,11.880929,2.7967086,-12.977361,-9.951873,7.373511,-22.338057,9.664118,4.977495,-23.932936,-10.769438,5.664759,-26.479311,5.7569633,1.0380374,-4.3258586,-4.6118555,-0.5896637,4.935877,3.692733,34.403057,50.374577,-1.4498296,33.31388,46.281586,2.9222322,27.046507,58.082214,-0.6965287,34.54698,51.762394,5.604136,46.039497,49.98616,0.5424461,45.50866,39.778217,4.581685,46.084873,49.705254,0.00453902,44.776527,42.463406
797,-0.7075504,-56.609337,-45.471764,-4.6205063,-64.14727,-43.572582,-3.6207793,-63.630436,-43.94038,-2.3432274,-64.295074,-46.101273,-7.7684894,-61.483036,-42.00934,-7.8270583,-60.00981,-43.596313,-8.556717,-60.332886,-43.071915,0.4065194,-63.075623,-36.00809,-9.082112,-59.19788,-29.247412,-2.550921,-53.87006,-41.22792,-5.2335715,-50.939774,-39.188515,7.8023796,-41.371906,-24.54132,-8.833922,-38.271526,-22.881805,11.505991,-39.37977,-10.5959425,-13.047373,-36.700817,-14.307749,9.666949,-44.87794,-10.871725,-9.137456,-39.0458,-20.894144,10.292543,4.6030912,-15.711819,-12.576069,7.259978,-20.318295,9.702192,1.6908543,-14.37075,-10.775204,3.5870953,-22.323877,8.888051,5.7575884,-24.205173,-9.040313,6.2645187,-25.37754,5.802403,1.4155414,-4.7222843,-4.728271,-0.73557246,3.497067,5.7419314,35.933247,51.622257,-0.5406059,33.253994,45.9374,4.3769007,28.448713,56.9605,-0.42975944,34.573452,51.17873,5.930924,46.216732,50.479603,-1.4573925,44.1782,39.63384,5.466694,45.75142,50.374924,0.50610757,46.32761,41.791412
798,1.0266131,-57.92961,-45.327515,-2.5573044,-63.30734,-44.42029,-3.1752748,-62.13759,-45.096203,-2.9685073,-64.14028,-42.76678,-7.381274,-61.996796,-43.714493,-8.083616,-60.0097,-42.443146,-8.346157,-58.273796,-41.733135,0.82114047,-63.621593,-35.944508,-9.943726,-57.948933,-28.277853,-3.2578063,-54.52074,-40.445374,-7.1022725,-52.31391,-38.99366,8.036645,-40.608734,-24.311298,-8.253902,-38.795956,-22.214819,8.828067,-38.215733,-9.078178,-11.804131,-33.711246,-14.953174,10.746675,-42.772053,-13.247796,-11.243805,-34.887264,-19.342552,9.387881,2.7184377,-13.289133,-11.796511,7.4585633,-21.025864,9.939003,3.3185916,-13.094305,-10.726105,6.159144,-21.079756,9.08819,6.5846157,-26.109612,-9.8439455,7.0012856,-25.521017,5.3669014,-0.66738623,-4.620584,-4.88772,-1.3954573,5.6866117,6.370727,34.443844,52.1518,-1.5729921,34.361454,46.72792,3.0995483,27.484848,56.2637,-1.4137875,36.579075,50.925247,4.85905,45.9147,50.198097,0.08376573,47.28208,42.0182,6.141286,47.383427,51.37939,0.5653431,45.83115,42.44801
799,0.18894996,-58.70579,-45.451603,-4.2965565,-61.88778,-43.88488,-2.1467795,-62.019295,-43.819073,-1.7917902,-64.70378,-44.352886,-7.2750387,-60.365627,-42.803757,-8.05994,-61.19112,-41.858875,-8.240985,-61.93124,-42.374844,-0.34745952,-63.813007,-35.237133,-9.140407,-58.76739,-30.061926,-2.2335727,-53.88642,-41.3991,-7.131436,-53.16864,-39.68292,8.03961,-41.179447,-23.81715,-8.556931,-39.672363,-22.865416,10.257622,-37.231457,-10.847597,-12.73025,-35.347637,-14.234912,9.757969,-43.298386,-13.310988,-10.849456,-37.505722,-20.932222,9.684294,4.118028,-15.034842,-13.534554,7.915148,-21.799522,9.970704,1.1551454,-13.608653,-11.032624,7.9179697,-22.123848,9.084303,5.6939244,-24.368254,-9.318652,6.1340065,-25.243732,5.329668,0.03638752,-3.5402355,-5.713419,-0.58749145,5.361127,4.968161,33.94865,51.57131,-0.60931396,33.768814,46.737907,2.5528998,27.873016,56.778957,-2.8173566,34.80634,52.736317,5.3827467,44.41909,49.62914,-0.4747974,46.952667,41.062634,6.4234915,46.220802,50.945827,0.21552525,46.07049,41.217182
800,0.93033105,-58.23446,-44.548153,-4.892001,-62.124966,-44.50519,-2.3414447,-62.350983,-42.923668,-1.5390799,-63.963295,-43.68452,-6.321199,-60.200943,-43.406925,-8.221373,-62.24026,-43.97075,-9.811081,-60.929512,-43.063522,-0.34019902,-63.56191,-35.29826,-10.062109,-59.565193,-29.47024,-1.8738523,-53.53339,-40.31985,-5.889307,-53.647366,-39.326168,9.180127,-42.21618,-24.404812,-8.826425,-38.340485,-22.54676,9.425444,-39.0923,-11.029593,-13.119593,-35.994484,-13.715608,9.574938,-44.555344,-13.326283,-10.96047,-38.47959,-20.461708,11.198028,4.2244663,-15.252847,-11.647006,6.278597,-22.620937,9.752191,1.40691,-14.086291,-10.344318,7.4013343,-22.866001,8.564268,5.8867884,-23.657696,-10.441316,6.029902,-26.500717,3.7816715,-0.084527545,-5.115579,-5.9363613,0.29359114,4.486293,4.652503,34.181244,51.930737,-1.5566127,33.605816,47.36998,6.1371017,27.47362,54.90283,0.16360581,34.435734,50.57879,5.92876,46.49916,50.793903,-0.8079379,46.697567,41.473053,5.270238,46.608845,48.977432,-0.3944088,46.657253,41.47332
801,-0.71713567,-58.765526,-44.651894,-4.051372,-62.262283,-43.35352,-3.527877,-63.061802,-44.490337,-1.7413309,-65.25356,-43.509876,-7.4151096,-61.942966,-43.65341,-8.601668,-60.108604,-43.18689,-8.438582,-60.592922,-42.94695,-0.17750272,-63.976437,-36.245193,-8.360372,-59.581543,-29.61534,-3.8315592,-53.49353,-41.691574,-6.4238815,-52.722572,-38.622795,7.117191,-41.354332,-25.234365,-10.551367,-38.78182,-23.843191,9.442847,-38.62165,-10.636954,-12.691917,-36.495483,-12.9974,10.179099,-44.28748,-12.6364,-11.406804,-39.76411,-20.439827,11.161461,3.5487325,-15.973855,-13.210794,6.795109,-22.578152,8.904273,1.8458496,-12.924477,-12.22081,8.212821,-23.352102,10.747425,6.631643,-24.012543,-10.141844,5.949215,-25.44104,5.1797748,-0.60195416,-4.428404,-4.5482635,-0.03349612,4.9921193,4.872684,34.201733,50.342636,-0.531305,33.825356,47.132366,3.140838,28.869242,57.485912,-2.1011853,32.399208,51.908195,4.9007745,46.243782,49.663055,-1.2496514,45.815815,41.47229,4.71701,45.096344,49.59873,-0.29640356,45.043137,42.28885
802,0.4260122,-58.189873,-44.77838,-4.1425805,-62.65045,-43.442707,-2.4637156,-61.811443,-43.59764,-2.2445192,-65.37443,-44.80532,-8.477043,-60.383236,-42.076283,-8.16805,-62.64975,-43.143093,-9.2755785,-59.589214,-44.418846,-0.2791911,-63.780193,-37.01902,-8.587054,-60.38031,-30.4663,-2.9803162,-54.24776,-39.83812,-5.6853623,-52.647823,-38.914173,7.8908515,-41.838764,-24.916538,-9.689624,-39.428593,-23.698479,8.624152,-37.597515,-10.596165,-10.451018,-34.35004,-15.923979,9.681144,-42.185898,-13.285108,-10.608249,-36.30953,-20.06538,9.925137,4.14614,-13.169433,-12.904804,6.289791,-21.211502,9.843753,1.9356059,-14.602812,-9.994373,6.570293,-22.257053,9.253978,6.895207,-23.004547,-10.026575,5.7206035,-27.009567,4.8695583,-0.34118012,-4.4841866,-4.3838706,0.544192,4.649075,3.9975762,34.14078,51.230934,-0.61071,35.365604,46.24374,2.6785736,28.832659,56.830433,-0.15912789,35.28612,50.968525,5.6848373,47.231506,48.831596,-0.101994574,46.40879,40.672844,6.093715,47.0011,49.451397,-0.008949134,45.39816,40.409084
